obj_id,layer,module,type,name,path
OBJ-DB-CFG-FN-IS-ADMIN,DB,CFG,function,is_admin,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/05-is_admin.sql
OBJ-DB-CFG-FN-NOW-MEXICO,DB,CFG,function,now_mexico,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/08-now_mexico.sql
OBJ-DB-CFG-FN-SET-PROFILE-DEFAULTS,DB,CFG,function,set_profile_defaults,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/09-set_profile_defaults.sql
OBJ-DB-CFG-FN-UPDATE-UPDATED-AT-COLUMN,DB,CFG,function,update_updated_at_column,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/09-update_updated_at_column.sql
OBJ-DB-CFG-FN-UPDATE-CLASSROOM-MEMBER-COUNT,DB,CFG,function,update_classroom_member_count,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/10-update_classroom_member_count.sql
OBJ-DB-CFG-FN-UPDATE-USER-LAST-LOGIN,DB,CFG,function,update_user_last_login,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/11-update_user_last_login.sql
OBJ-DB-CFG-FN-VALIDATE-EMAIL-FORMAT,DB,CFG,function,validate_email_format,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/12-validate_email_format.sql
OBJ-DB-CFG-FN-VALIDATE-USERNAME,DB,CFG,function,validate_username,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/13-validate_username.sql
OBJ-DB-CFG-FN-UPDATE-USER-STATS-ON-EXERCISE-COMPLETE,DB,CFG,function,update_user_stats_on_exercise_complete,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/gamilit/functions/14-update_user_stats_on_exercise_complete.sql
OBJ-DB-CFG-UNKN-01-POLICIES,DB,CFG,unknown,01-policies,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/rls-policies/01-policies.sql
OBJ-DB-CFG-TRG-SYSTEM-SETTINGS,DB,CFG,trigger,system_settings,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/01-system_settings.sql
OBJ-DB-CFG-TRG-FEATURE-FLAGS,DB,CFG,trigger,feature_flags,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/02-feature_flags.sql
OBJ-DB-CFG-TRG-NOTIFICATION-SETTINGS,DB,CFG,trigger,notification_settings,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/tables/03-notification_settings.sql
OBJ-DB-CFG-TRG-TRG-FEATURE-FLAGS-UPDATED-AT,DB,CFG,trigger,trg_feature_flags_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/triggers/29-trg_feature_flags_updated_at.sql
OBJ-DB-CFG-TRG-TRG-SYSTEM-SETTINGS-UPDATED-AT,DB,CFG,trigger,trg_system_settings_updated_at,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/system_configuration/triggers/30-trg_system_settings_updated_at.sql
OBJ-BE-TCH-CTRL-TEACHER-CONTROLLER,BE,TCH,controller,teacher.controller,teacher/controllers/teacher.controller.ts
OBJ-BE-TCH-SVC-ANALYTICS-SERVICE,BE,TCH,service,analytics.service,teacher/services/analytics.service.ts
OBJ-BE-TCH-SVC-GRADING-SERVICE,BE,TCH,service,grading.service,teacher/services/grading.service.ts
OBJ-BE-TCH-SVC-STUDENT-PROGRESS-SERVICE,BE,TCH,service,student-progress.service,teacher/services/student-progress.service.ts
OBJ-BE-TCH-SVC-TEACHER-DASHBOARD-SERVICE,BE,TCH,service,teacher-dashboard.service,teacher/services/teacher-dashboard.service.ts
OBJ-DB-ADM-VIEW-MODERATION-QUEUE,DB,ADM,view,moderation_queue,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/admin_dashboard/views/moderation_queue.sql
OBJ-DB-ADM-VIEW-ORGANIZATION-STATS-SUMMARY,DB,ADM,view,organization_stats_summary,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/admin_dashboard/views/organization_stats_summary.sql
OBJ-DB-ADM-VIEW-RECENT-ADMIN-ACTIONS,DB,ADM,view,recent_admin_actions,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/admin_dashboard/views/recent_admin_actions.sql
OBJ-DB-ADM-VIEW-USER-STATS-SUMMARY,DB,ADM,view,user_stats_summary,/home/isem/workspace/workspace-gamilit/gamilit/projects/gamilit/apps/database/ddl/schemas/admin_dashboard/views/user_stats_summary.sql
OBJ-BE-ADM-CTRL-ADMIN-CONTENT-CONTROLLER,BE,ADM,controller,admin-content.controller,admin/controllers/admin-content.controller.ts
OBJ-BE-ADM-CTRL-ADMIN-ORGANIZATIONS-CONTROLLER,BE,ADM,controller,admin-organizations.controller,admin/controllers/admin-organizations.controller.ts
OBJ-BE-ADM-CTRL-ADMIN-SYSTEM-CONTROLLER,BE,ADM,controller,admin-system.controller,admin/controllers/admin-system.controller.ts
OBJ-BE-ADM-CTRL-ADMIN-USERS-CONTROLLER,BE,ADM,controller,admin-users.controller,admin/controllers/admin-users.controller.ts
OBJ-BE-ADM-SVC-ADMIN-CONTENT-SERVICE,BE,ADM,service,admin-content.service,admin/services/admin-content.service.ts
OBJ-BE-ADM-SVC-ADMIN-ORGANIZATIONS-SERVICE,BE,ADM,service,admin-organizations.service,admin/services/admin-organizations.service.ts
OBJ-BE-ADM-SVC-ADMIN-SYSTEM-SERVICE,BE,ADM,service,admin-system.service,admin/services/admin-system.service.ts
OBJ-BE-ADM-SVC-ADMIN-USERS-SERVICE,BE,ADM,service,admin-users.service,admin/services/admin-users.service.ts
